decision,region,title,manual_override,manual_select,remaining_slots,selection_status,possible_selection_rank,town,title_classification,selection_scenario,employment_type,salary_text,salary_source,salary_review_status,annual_salary_upper,regional_salary_review_point,geo_source,description_preview,context_policy,context_status,context_reason,title_priority,review_status,classification_reason,reason,apply_url_present,job_id,description_present,excel_row,region_selection_message
SELECTED,North East - County Durham & Darlington/Hartlepool,Children's Residential Support Worker,,,,SELECTED,,Durham,ELASTIC_FIT,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,"£3,840 per year",description_fallback,ok,3840.0,30000.0,area,"£32,194 - £38,560 assuming good attendance and 1-2 sleep ins per month Those huge small victories Working in our Children's Homes means being a part of a young person's day to day life. This means being there for the highest highs and lowest lows. Our support workers enable our young people to get their childhood back and create pathways to become...",,ok,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: residential,title classification: ELASTIC_FIT - title register: demoted from HC in V10 cleanup: elastic modifier: residential,yes,25362_JR104883-1-1908a03149bfe006218cbce2dd812797,yes,1865,"North East selection complete: 17 selected after HIGH_CONFIDENCE, Newcastle Upon Tyne ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,North East - County Durham & Darlington/Hartlepool,Complex Care Assistant,,,,SELECTED,,Crook,ELASTIC_FIT,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Contract,£14.24 per hour (+ Including holiday pay),structured,ok,27768.0,30000.0,area,Routes Healthcare does not offer sponsorship Female Complex Care Assistant Location: Willington Female Complex Care Assistant Location: Willington Pay Rate: £14.24 per hour (including holiday pay) +Fully funded Enhanced DBS and guaranteed hours available after successful probation Shift pattern 8:00 AM - 15:00 PM and nights 10 PM -8 AM About the Ro...,,ok,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: complex care,title classification: ELASTIC_FIT - title register: demoted from HC in V10 cleanup: elastic modifier: complex care,yes,107781117,yes,2574,"North East selection complete: 17 selected after HIGH_CONFIDENCE, Newcastle Upon Tyne ELASTIC_FIT, and other ELASTIC_FIT roles."
POSS - NE - Co Durham & Dar/Htlpl,North East - County Durham & Darlington/Hartlepool,Residential Childcare Worker,,,,POSSIBLE_SELECTION,2,Darlington,HIGH_CONFIDENCE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Temporary,£13 - £26.4 per hour,structured,review,51480.0,30000.0,area,"Residential Childcare Worker Darlington £13.00 - £26.40 per hour (depending on shift pattern and location.) We are currently looking to recruit Residential Childcare Workers to work within a range of residential settings. Within this role you will be supporting a range of young people that may have learning difficulties, autism and/or emotional beh...",,ok,,1,STABLE,high-confidence title pattern: care worker,"manual review required: title classification: HIGH_CONFIDENCE - high-confidence title pattern: care worker; manual review required: annualised upper salary £51,480 exceeds regional review point £30,000",yes,107807433,yes,2705,"North East selection complete: 17 selected after HIGH_CONFIDENCE, Newcastle Upon Tyne ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Residential Support Worker,,,,SELECTED,,Lewes,ELASTIC_FIT,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£29390.4 - £30056 per year (+ £60 per sleep-in)),structured,ok,30056.0,35000.0,area,"About The Role Are you a Life Changer? Do you want to lean in and transform the life of a child? Compass Community puts children first through our therapeutic, innovative approach. Integrity, Courage and Care shape how we work. We listen deeply, challenge each other and fixing what needs fixing, together. This is the work. And we d like you to be p...",,ok,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: residential,title classification: ELASTIC_FIT - title register: demoted from HC in V10 cleanup: elastic modifier: residential,yes,1401783835,yes,16,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Care Assistant,,,,SELECTED,,Chichester,HIGH_CONFIDENCE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£13.5 per hour,structured,ok,26325.0,35000.0,area,"Are you ready for a new challenge, and want to be rewarded for your efforts? Are you a care assistant with a natural person-centred approach with a desire to enable those who you support to achieve greater independence whilst obtaining career progression? We are currently working on behalf of a specialist care organisation who are looking for a per...",,ok,,1,STABLE,title register: care assistant/worker frontline wording,title classification: HIGH_CONFIDENCE - title register: care assistant/worker frontline wording,yes,5550e727-462b-46bf-9168-3eaa72487b4c,yes,54,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Support Worker,,,,SELECTED,,Chichester,HIGH_CONFIDENCE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£12.71 - £13.57 per hour,structured,ok,26461.5,35000.0,area,"Support Worker PA Ark Project / Salisbury Support Services Location: Merston, Chichester and Bognor Regis, West Sussex Job Type: Full-Time and Part-Time Opportunities Available Salary: £12.71 - £13.57 per hour (depending on qualifications); pay rise pending Join Our Team PA Ark Project / Salisbury Support Services are expanding, and we're looking f...",,ok,,1,STABLE,title register: core Support Worker wording,title classification: HIGH_CONFIDENCE - title register: core Support Worker wording,yes,ae94e49e-f175-432c-842f-6a6ea1ec4646,yes,90,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Support Worker,,,,SELECTED,,Bognor Regis,HIGH_CONFIDENCE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£12.71 - £13.57 per hour,structured,ok,26461.5,35000.0,area,"Support Worker We have a fantastic new job opportunity to join our team at PA Ark Projects Ltd & Salisbury Support Services for a caring and enthusiastic Support Worker to provide person-centred care and supported living support for adults with learning disabilities, autism and complex needs. If you've also worked in the following roles, we'd also...",,ok,,1,STABLE,title register: core Support Worker wording,title classification: HIGH_CONFIDENCE - title register: core Support Worker wording,yes,2ed3e16f-b49e-444d-be95-42cbbb537763,yes,205,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Care Assistant - Care Home,,,,SELECTED,,Chichester,HIGH_CONFIDENCE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£13.21 per hour,structured,ok,25759.5,35000.0,area,"ABOUT THE ROLEAs a Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chance to bring your dedication and compassion to a fulfilling en...",,ok,,1,STABLE,title register: care assistant/worker frontline wording,title classification: HIGH_CONFIDENCE - title register: care assistant/worker frontline wording,yes,b045cd0a-82e7-4208-8161-9940e9e8f7c7,yes,611,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Night Care Assistant,,,,SELECTED,,Chichester,ELASTIC_FIT,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£13.21 per hour,structured,ok,25759.5,35000.0,area,"ABOUT THE ROLEAs a Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chance to bring your dedication and compassion to a fulfilling en...",,ok,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: night care,title classification: ELASTIC_FIT - title register: demoted from HC in V10 cleanup: elastic modifier: night care,yes,99725da6-35b1-4d29-9426-1b7224ab3269,yes,614,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Night Care Assistant,,,,SELECTED,,Crawley,ELASTIC_FIT,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£14.5 per hour,structured,ok,28275.0,35000.0,area,"ABOUT THE ROLEAs a Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chance to bring your dedication and compassion to a fulfilling en...",,ok,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: night care,title classification: ELASTIC_FIT - title register: demoted from HC in V10 cleanup: elastic modifier: night care,yes,44c04919-b68b-4946-9565-88687eb782e2,yes,656,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Domestic Abuse Support Worker,,,,SELECTED,,Brighton,HIGH_CONFIDENCE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,"£27,976 per annum",description_fallback,ok,27976.0,35000.0,area,"Domestic Abuse Support Worker Location: Brighton & Hove Salary: £27,976 per annum Vacancy Type: Permanent, Full-time (40 hours per week) Brighton Women's Refuge is a safe haven for women and their children, fleeing domestic abuse. As a Domestic Abuse Support Worker, you'll manage a caseload of customers who have complex needs, through their journey...",specialist_support_requirements,ok,no regulated or substantial mandatory specialist barrier found,1,AGREED_2026-07-24,title register: Include direct support unless regulated qualifications or substantial mandatory experience create a barrier,title classification: HIGH_CONFIDENCE - title register: Include direct support unless regulated qualifications or substantial mandatory experience create a barrier,yes,1595772,yes,695,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Care Assistant,,,,SELECTED,,Littlehampton,HIGH_CONFIDENCE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£13.45 per hour,structured,ok,26227.5,35000.0,area,"Darlington Court, Littlehampton Full Time Days Position - Alternative Weekend Working Required Are you a passionate and caring individual looking for a rewarding career with excellent training and opportunities for development? Join Care UK, a multi award winning care provider as a Care Assistant. The Role - Helping residents to remain as active an...",,ok,,1,STABLE,title register: care assistant/worker frontline wording,title classification: HIGH_CONFIDENCE - title register: care assistant/worker frontline wording,yes,107605050,yes,1650,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Support Worker,,,,SELECTED,,Hove,HIGH_CONFIDENCE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£13.49 per hour,description_fallback,ok,26305.5,35000.0,area,"Description Location: Hove, East Sussex Salary: £13.49 per hour plus allowances Hours: 30 to 37 per week Allowances (dependent on working times): - Unsociable hours uplift: £4.51 extra per waking night shift - Sleep-in shifts: £61 per shift (10pm 7am) - Sleep-in disturbance: If disturbed for 14 hours, you get the unsociable hours uplift plus normal...",,ok,,1,STABLE,title register: core Support Worker wording,title classification: HIGH_CONFIDENCE - title register: core Support Worker wording,yes,107769775,yes,2287,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Complex Care Assistant,,,,SELECTED,,Chichester,ELASTIC_FIT,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£15.4 - £17.6 per hour,structured,ok,34320.0,35000.0,area,"At Superior Healthcare, we support children, young people, and adults with complex health needs to live safely and happily at home. We're looking for a Children's Complex Care Assistant to support a 15-year-old young man with cerebral palsy in his family home in Chichester click apply for full job details",,ok,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: complex care,title classification: ELASTIC_FIT - title register: demoted from HC in V10 cleanup: elastic modifier: complex care,yes,107812909,yes,2351,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Care Assistant - Bank - Care Home,,,,SELECTED,,Uckfield,ELASTIC_FIT,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£15.01 per hour,structured,ok,29269.5,35000.0,area,"ABOUT THE ROLEAs a Bank Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chance to bring your dedication and compassion to a fulfilli...",,ok,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: bank,title classification: ELASTIC_FIT - title register: demoted from HC in V10 cleanup: elastic modifier: bank,yes,ee439ae1-b4a3-44d3-97aa-11662721c09c,yes,2430,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Care Assistant - Bank - Care Home,,,,SELECTED,,Battle,ELASTIC_FIT,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£14.31 per hour,structured,ok,27904.5,35000.0,area,"ABOUT THE ROLEThis is a casual, part-time role offering flexible working. As a Bank Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a...",,ok,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: bank,title classification: ELASTIC_FIT - title register: demoted from HC in V10 cleanup: elastic modifier: bank,yes,e95b23da-96d7-4c92-b8a9-dc4a1c3c19c0,yes,2433,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Support Worker,,,,SELECTED,,Worthing,HIGH_CONFIDENCE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£13.49 per hour,structured,ok,26305.5,35000.0,area,"Support people with learning disabilities to live full, happy lives. Location: WorthingSalary: £13.49 per hour Hours: Part time and full time - 21 to 37 hours per week Allowances (dependent on working times): - Unsociable hours uplift: £4.51 extra per waking night shift - Sleep-in shifts: £61 per shift (10pm-7am) - Sleep-in disturbance: If disturbe...",,ok,,1,STABLE,title register: core Support Worker wording,title classification: HIGH_CONFIDENCE - title register: core Support Worker wording,yes,8c9c482c-941c-4dc4-8474-e83dd310005b,yes,2451,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
SELECTED,Sussex,Night Care Assistant,,,,SELECTED,,Horsham,ELASTIC_FIT,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£13.21 per hour,structured,ok,25759.5,35000.0,area,"ABOUT THE ROLEAs a Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chance to bring your dedication and compassion to a fulfilling en...",,ok,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: night care,title classification: ELASTIC_FIT - title register: demoted from HC in V10 cleanup: elastic modifier: night care,yes,a3620f3e-f4b9-466e-b8e5-a5627a5b2fce,yes,2499,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
